id,created,updated,expired,type,abbrvname,name,mapped,extinct,overlay,jurisdiction_id,specialnotes,status,affordable_district,elderly_district,family1_treatment,family2_treatment,family3_treatment,family4_treatment,accessory_treatment,affordable_treatment,accessory_elderly_only,accessory_family_required,accessory_maxbedrooms,accessory_maxpercent,accessory_maxsqft,accessory_minlotacres,accessory_minparking,accessory_owner_required,accessory_primarystructure_only,accessory_renter_prohibited,affordable_definition,affordable_elderly_only,affordable_maxbedrooms,affordable_maxunitsperacre,affordable_maxunitsperbldg,affordable_minlotacres,affordable_minparking_1br,affordable_minparking_2br,affordable_minunitsqft,affordable_transit_required,affordable_water_required,family1_floorarearatio,family1_frontsetbackft,family1_maxheightft,family1_maxlotcoverage_building,family1_maxlotcoverage_buildingimpervious,family1_maxstories,family1_minlotacres,family1_minparking,family1_minunitsqft,family1_rearsetbackft,family1_sidesetbackft,family2_affordable_only,family2_elderly_only,family2_floorarearatio,family2_frontsetbackft,family2_maxheightft,family2_maxlotcoverage_building,family2_maxlotcoverage_buildingimpervious,family2_maxstories,family2_maxunitsperacre,family2_minlotacres,family2_minparking_1br,family2_minparking_2br,family2_minunitsqft,family2_rearsetbackft,family2_sidesetbackft,family3_affordable_only,family3_elderly_only,family3_floorarearatio,family3_frontsetbackft,family3_maxbedrooms,family3_maxheightft,family3_maxlotcoverage_building,family3_maxlotcoverage_buildingimpervious,family3_maxstories,family3_maxunitsperacre,family3_minlotacres,family3_minparking_1br,family3_minparking_2br,family3_minunitsqft,family3_rearsetbackft,family3_sidesetbackft,family3_transit_required,family3_water_required,family4_affordable_only,family4_elderly_only,family4_floorarearatio,family4_frontsetbackft,family4_maxbedrooms,family4_maxheightft,family4_maxlotcoverage_building,family4_maxlotcoverage_buildingimpervious,family4_maxstories,family4_maxunitsperacre,family4_maxunitsperbldg,family4_minlotacres,family4_minparking_1br,family4_minparking_2br,family4_minunitsqft,family4_rearsetbackft,family4_sidesetbackft,family4_transit_required,family4_water_required,plannedresidential_maxunits,plannedresidential_maxunitsperacre,plannedresidential_minlotacres,plannedresidential_mobilehome,plannedresidential_treatment,tooltipnotes,customfielddata,effectivedate,acres,nonresidential_type,jurisdiction,county,state
33704,2023/07/29,2023/11/21,,O,FBC T2,Transect 2,1,0,1,75,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,,,,,,,,,,,"Owned by its inhabitants, whose gross annual household income does not exceed 80% of the median income for the Burlington MSA (Metropolitan Statistical Area), as defined by the United States Department of Housing and Urban Development; and the total annual cost of housing, including principal, interest, taxes, insurance, and condominium association fees is not more than 30% of the household’s gross annual income; or Rented by its inhabitants whose gross annual household income does not exceed 120% of the median income for Burlington MSA, as defined by the United States Department of Housing and Urban Development, and the total annual cost of the housing, including rent, utilities, and condominium association fees, is not more than 30 % of the household’s gross annual income.",,,,,,,,,,,,"50",,"40",,"2","0.5","2",,"30","20",0,0,,"50",,"40",,"2","1","0.5","2","2",,"30","20",0,0,,"50",,,"40",,"2","1","0.5","1.5","1.5",,"30","20",,,0,0,,"50",,,"40",,"2","1",,"0.5","1.5","1.5",,"30","20",,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": ""f"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""0.5"", ""38_99"": ""1"", ""38_100"": ""50"", ""38_101"": ""20"", ""38_102"": ""30"", ""38_103"": ""40"", ""38_104"": """", ""38_105"": ""1.5"", ""38_106"": ""1.5"", ""38_107"": """", ""38_108"": """", ""38_109"": ""2"", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""1"", ""48_130"": ""Westford_T2""}",2023/07/29,441.720487154789,,Westford,Chittenden County,Vermont
33699,2023/07/29,2023/11/21,,M,R5,Rural 5 District,1,0,0,75,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,0,0,,"30","1000",,"1",0,,0,"Owned by its inhabitants, whose gross annual household income does not exceed 80% of the median income for the Burlington MSA (Metropolitan Statistical Area), as defined by the United States Department of Housing and Urban Development; and the total annual cost of housing, including principal, interest, taxes, insurance, and condominium association fees is not more than 30% of the household’s gross annual income; or Rented by its inhabitants whose gross annual household income does not exceed 120% of the median income for Burlington MSA, as defined by the United States Department of Housing and Urban Development, and the total annual cost of the housing, including rent, utilities, and condominium association fees, is not more than 30 % of the household’s gross annual income.",0,,,,,,,,,,,"50","35",,,,"0.5","2",,"25","25",0,0,,"50","35",,,,"0.2","0.5","2","2",,"25","25",0,0,,"50",,"35",,"30",,"0.2","0.5","1.5","1.5",,"25","25",,,0,0,"35","50",,,,"30",,"0.2",,"0.5","1.5","1.5",,"25","25",,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""0.5"", ""38_99"": ""0.2"", ""38_100"": ""50"", ""38_101"": ""25"", ""38_102"": ""25"", ""38_103"": """", ""38_104"": ""30"", ""38_105"": ""1.5"", ""38_106"": ""1.5"", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.2"", ""48_130"": ""Westford_Rural 5""}",2023/07/29,2451.02943020998,commercial,Westford,Chittenden County,Vermont
33705,2023/07/29,2023/08/03,,X,WRO,Water Resources Overlay,1,0,1,75,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """"}",2023/07/29,4162.33564062049,,Westford,Chittenden County,Vermont
33703,2023/07/29,2023/11/21,,O,FBC T3,Transect 3,1,0,1,75,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,,,,,,,,,,,"Owned by its inhabitants, whose gross annual household income does not exceed 80% of the median income for the Burlington MSA (Metropolitan Statistical Area), as defined by the United States Department of Housing and Urban Development; and the total annual cost of housing, including principal, interest, taxes, insurance, and condominium association fees is not more than 30% of the household’s gross annual income; or Rented by its inhabitants whose gross annual household income does not exceed 120% of the median income for Burlington MSA, as defined by the United States Department of Housing and Urban Development, and the total annual cost of the housing, including rent, utilities, and condominium association fees, is not more than 30 % of the household’s gross annual income.",,,,,,,,,,,,"50",,"50",,"2","0.5","2",,"20","15",0,0,,"50",,"50",,"2","2","0.5","2","2",,"15","15",0,0,,"50",,,"50",,"2","2","0.5","1.5","1.5",,"15","15",,,0,0,,"50",,,"50",,"2","2",,"0.5","1.5","1.5",,"20","15",,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": ""f"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""0.5"", ""38_99"": ""2"", ""38_100"": ""50"", ""38_101"": ""15"", ""38_102"": ""20"", ""38_103"": ""50"", ""38_104"": """", ""38_105"": ""1.5"", ""38_106"": ""1.5"", ""38_107"": """", ""38_108"": """", ""38_109"": ""2"", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""2"", ""48_130"": ""Westford_T3""}",2023/07/29,178.334384169881,,Westford,Chittenden County,Vermont
33698,2023/07/29,2023/11/21,,R,R3,Rural 3 District,1,0,0,75,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,0,0,,"30","1000",,"1",0,,0,"Owned by its inhabitants, whose gross annual household income does not exceed 80% of the median income for the Burlington MSA (Metropolitan Statistical Area), as defined by the United States Department of Housing and Urban Development; and the total annual cost of housing, including principal, interest, taxes, insurance, and condominium association fees is not more than 30% of the household’s gross annual income; or Rented by its inhabitants whose gross annual household income does not exceed 120% of the median income for Burlington MSA, as defined by the United States Department of Housing and Urban Development, and the total annual cost of the housing, including rent, utilities, and condominium association fees, is not more than 30 % of the household’s gross annual income.",0,,,,,,,,,,,"40","35",,,,"0.5","2",,"20","20",0,0,,"40","35",,,,"0.33","0.5","2","2",,"20","20",0,0,,"40",,"35",,"10",,"0.33","0.5","1.5","1.5",,"20","20",,,0,0,,"40",,"35",,"10",,"0.33",,"0.5","1.5","1.5",,"20","20",,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""f"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""0.5"", ""38_99"": ""0.33"", ""38_100"": ""40"", ""38_101"": ""20"", ""38_102"": ""20"", ""38_103"": """", ""38_104"": ""10"", ""38_105"": ""1.5"", ""38_106"": ""1.5"", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.33"", ""48_130"": ""Westford_Rural 3""}",2023/07/29,761.947212628445,,Westford,Chittenden County,Vermont
33700,2023/07/29,2023/11/21,,M,R10,Rural 10 District,1,0,0,75,,done,0,0,allowed,allowed,prohibited,hearing,allowed,allowed,0,0,,"30","1000",,"1",0,,0,"Owned by its inhabitants, whose gross annual household income does not exceed 80% of the median income for the Burlington MSA (Metropolitan Statistical Area), as defined by the United States Department of Housing and Urban Development; and the total annual cost of housing, including principal, interest, taxes, insurance, and condominium association fees is not more than 30% of the household’s gross annual income; or Rented by its inhabitants whose gross annual household income does not exceed 120% of the median income for Burlington MSA, as defined by the United States Department of Housing and Urban Development, and the total annual cost of the housing, including rent, utilities, and condominium association fees, is not more than 30 % of the household’s gross annual income.",0,,,,,,,,,,,"50","35",,,,"0.5","2",,"25","25",0,0,,"50","35",,,,"0.1","0.5","2","2",,"25","25",,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,nomention,4+ Family Treatment must undergo subdivision review with notice to owners of adjacent properties.,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""f"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""0.5"", ""38_99"": ""0.1"", ""38_100"": ""50"", ""38_101"": ""25"", ""38_102"": ""25"", ""38_103"": """", ""38_104"": ""20"", ""38_105"": ""1.5"", ""38_106"": ""1.5"", ""38_107"": """", ""38_108"": """", ""38_109"": ""35"", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.1"", ""48_130"": ""Westford_Rural 10""}",2023/07/29,21175.2814349873,commercial,Westford,Chittenden County,Vermont
33701,2023/07/29,2023/11/21,,M,FBC T5,Transect 5,1,1,1,75,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,,,,,,,,,,,"Owned by its inhabitants, whose gross annual household income does not exceed 80% of the median income for the Burlington MSA (Metropolitan Statistical Area), as defined by the United States Department of Housing and Urban Development; and the total annual cost of housing, including principal, interest, taxes, insurance, and condominium association fees is not more than 30% of the household’s gross annual income; or Rented by its inhabitants whose gross annual household income does not exceed 120% of the median income for Burlington MSA, as defined by the United States Department of Housing and Urban Development, and the total annual cost of the housing, including rent, utilities, and condominium association fees, is not more than 30 % of the household’s gross annual income.",,,,,,,,,,,,"10",,"80",,"2.5","0.25","2",,"10","5",0,0,,"10",,"80",,"2.5","4","0.25","2","2",,"10","5",0,0,,"10",,,"80",,"2.5","4","0.25","1.5","1.5",,"10","5",,,0,0,,"10",,,"80",,"2.5","4",,"0.25","1.5","1.5",,"10","5",,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": ""f"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""0.25"", ""38_99"": ""4"", ""38_100"": ""10"", ""38_101"": ""5"", ""38_102"": ""10"", ""38_103"": ""80"", ""38_104"": """", ""38_105"": ""1.5"", ""38_106"": ""1.5"", ""38_107"": """", ""38_108"": """", ""38_109"": ""2.5"", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""4"", ""48_130"": ""Westford_T5""}",2023/07/29,6.56889536101995,commercial,Westford,Chittenden County,Vermont
34783,2023/08/11,2023/11/21,,X,FBC T1,Transect 1,1,0,1,75,,done,0,0,overlay,overlay,overlay,overlay,nomention,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Westford_T1""}",2023/08/11,4.84914191308395,commercial,Westford,Chittenden County,Vermont
33696,2023/07/29,2023/11/21,,M,C,Common District,1,0,0,75,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,,,,"30","1000",,"1",,,,"Owned by its inhabitants, whose gross annual household income does not exceed 80% of the median income for the Burlington MSA (Metropolitan Statistical Area), as defined by the United States Department of Housing and Urban Development; and the total annual cost of housing, including principal, interest, taxes, insurance, and condominium association fees is not more than 30% of the household’s gross annual income; or Rented by its inhabitants whose gross annual household income does not exceed 120% of the median income for Burlington MSA, as defined by the United States Department of Housing and Urban Development, and the total annual cost of the housing, including rent, utilities, and condominium association fees, is not more than 30 % of the household’s gross annual income.",0,,,,,,,,,,,,,,,,,"2",,,,0,0,,,,,,,,,"2","2",,,,0,0,,,,,,,,,,"1.5","1.5",,,,,,0,0,,,,,,,,,,,"1.5","1.5",,,,,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""f"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": ""1.5"", ""38_106"": ""1.5"", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Westford_T1 - Town Common""}",2023/07/29,80.8261452205586,commercial,Westford,Chittenden County,Vermont
33697,2023/07/29,2023/11/21,,M,V,Village District,1,0,0,75,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,,,,,"1000",,"1",,,,"Owned by its inhabitants, whose gross annual household income does not exceed 80% of the median income for the Burlington MSA (Metropolitan Statistical Area), as defined by the United States Department of Housing and Urban Development; and the total annual cost of housing, including principal, interest, taxes, insurance, and condominium association fees is not more than 30% of the household’s gross annual income; or Rented by its inhabitants whose gross annual household income does not exceed 120% of the median income for Burlington MSA, as defined by the United States Department of Housing and Urban Development, and the total annual cost of the housing, including rent, utilities, and condominium association fees, is not more than 30 % of the household’s gross annual income.",,,,,,,,,,,,,,,,,"2","2",,,,0,0,,,,,,,,,"2","2",,,,0,0,,,,,,,,,,"1.5","1.5",,,,,,0,0,,,,,,,,,,,"1.5","1.5",,,,,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""f"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": ""1.5"", ""38_106"": ""1.5"", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Westford_Village""}",2023/07/29,576.153265533647,commercial,Westford,Chittenden County,Vermont
33702,2023/07/29,2023/11/21,,R,FBC T4,Transect 4,1,0,1,75,,done,0,0,allowed,allowed,allowed,allowed,allowed,allowed,,,,,,,,,,,"Owned by its inhabitants, whose gross annual household income does not exceed 80% of the median income for the Burlington MSA (Metropolitan Statistical Area), as defined by the United States Department of Housing and Urban Development; and the total annual cost of housing, including principal, interest, taxes, insurance, and condominium association fees is not more than 30% of the household’s gross annual income; or Rented by its inhabitants whose gross annual household income does not exceed 120% of the median income for Burlington MSA, as defined by the United States Department of Housing and Urban Development, and the total annual cost of the housing, including rent, utilities, and condominium association fees, is not more than 30 % of the household’s gross annual income.",,,,,,,,,,,,"100",,"40","70","2","0.33","2",,"10","10",0,0,,"100",,"70",,"2","3","0.33","2","2",,"10","10",0,0,,"100",,,,"70","2","3","0.33","1.5","1.5",,"10","10",,,0,0,,"100",,,"70",,"2","3",,"0.33","1.5","1.5",,"10","10",,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": ""f"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""0.33"", ""38_99"": ""3"", ""38_100"": ""100"", ""38_101"": ""10"", ""38_102"": ""10"", ""38_103"": ""70"", ""38_104"": """", ""38_105"": ""1.5"", ""38_106"": ""1.5"", ""38_107"": """", ""38_108"": """", ""38_109"": ""2"", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""3"", ""48_130"": ""Westford_T4""}",2023/07/29,25.6813073542503,,Westford,Chittenden County,Vermont
33706,2023/07/29,2023/08/03,,X,FHO,Flood Hazard Overlay,1,0,1,75,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """"}",2023/07/29,507.307791034228,,Westford,Chittenden County,Vermont
33395,2023/07/24,2023/11/20,,R,VG,Village District,1,0,0,223,,done,0,0,allowed,allowed,allowed,allowed,hearing,hearing,,,"2","30",,,"2",1,,,10% of 10+ dwelling units,0,,,,,"2","2",,,,,"10","35",,"75",,"0.14","2",,"10","10",0,0,,"10","35",,"75",,"4","0.14","2","2",,"10","10",0,0,,"10","3","35",,"75",,"4","0.14","2","2",,"10","10",0,0,0,0,,"10","3","35",,"75",,"4",,"0.14","2","2",,"10","10",0,0,,,,1,hearing,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Hinesburg_Village""}",2023/07/24,211.325825834687,,Hinesburg,Chittenden County,Vermont
33401,2023/07/24,2023/11/20,,X,I-1,Industrial District 1,1,0,0,223,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hearing,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Hinesburg_Industrial 1""}",2023/07/24,459.147535824849,industrial,Hinesburg,Chittenden County,Vermont
33404,2023/07/24,2023/11/20,,X,I-4,Industrial District 4,1,0,0,223,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hearing,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Hinesburg_Industrial 4""}",2023/07/24,0.732366292962543,industrial,Hinesburg,Chittenden County,Vermont
33393,2023/07/24,2023/11/20,,R,RR-1,Rural Residential District 1,1,0,0,223,,done,1,0,allowed,allowed,hearing,hearing,hearing,hearing,0,0,"2","<1600 sqft, 75%; >4000 sqft, 30%","1600-4000 sqft, 1200 sqft",,"2",1,0,0,,0,,,,,,,,0,0,,"60","35",,"20",,"3","2",,"30","20",0,0,,"60","35",,"20",,"0.33","6","2","2",,"30","20",0,0,,"60","3","35",,"20",,"0.33","9","2","2",,"30","20",0,0,0,0,,"60","3","35",,"20",,"0.33",,"12","2","2",,"30","20",0,0,"4",,,1,hearing,"Front setback 80 ft. Rte 116
ADU single-family dwelling units only","{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """", ""48_130"": ""Hinesburg_Rural Residential 1""}",2023/07/24,3733.2993609905,,Hinesburg,Chittenden County,Vermont
